0000 | ILLEGAL OPCODE
0111 | b'*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00\x00*** BREAK INTO MONITOR AT $F*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITOR AT $\x00*** BREAK INTO MONITLReady.\n> '
0112 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0500\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
0113 | Timed out, infinite loop?
0114 | Timed out, infinite loop?
0115 | ILLEGAL OPCODE
0116 | Timed out, infinite loop?
0117 | Timed out, infinite loop?
0118 | Timed out, infinite loop?
0119 | Timed out, infinite loop?
011A | Timed out, infinite loop?
011B | Timed out, infinite loop?
011C | Timed out, infinite loop?
011D | Timed out, infinite loop?
011E | ILLEGAL OPCODE
011F | Timed out, infinite loop?
0120 | Timed out, infinite loop?
0121 | Timed out, infinite loop?
0122 | Timed out, infinite loop?
0123 | Timed out, infinite loop?
0124 | b'*** BREAK INTO MONITOR AT $05***\nR0=$05R1=$05R2=$05R3=$55SP=$F5[E9K\xfb99M\xfb29O\xfb09Q\xfb09S\xfb09U\xfb]\nReady.\n> '
0125 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0098 R3=$8398\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
0126 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0098 R3=$8398\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
0127 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0098 R3=$8398\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
0128 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0098 R3=$8398\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
0129 | Timed out, infinite loop?
012A | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0099 R3=$AA99\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
012B | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
012C | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0000\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
012D | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$2002 R2=$009D R3=$F59D\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
012E | b'*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $*** BREAK INTO MONITOR AT $Ready.\n> '
012F | Timed out, infinite loop?
0130 | Timed out, infinite loop?
0131 | Timed out, infinite loop?
0132 | Timed out, infinite loop?
0133 | Timed out, infinite loop?
0134 | b'*** BREAK INTO MONITOR AT $0174 ***\nR0=$0000 R1=$0000 R2=$0000 R3=$0500\nSP=$FEFA [75014CF216F0000000000000]\nReady.\n> '
